OID_,trackField,countryCode,sequence,longitude,latitude
6327,BY,17,327,22.51421988,52.62395623
7327,IT,18,327,7.42299567,40.30482859
8327,MD,19,327,23.78033847,45.40862994
9327,LY,20,327,7.9638278,30.98388643
10327,GR,21,327,18.64753123,36.33306886
11327,EG,22,327,26.21900752,28.25864261
12327,GE,23,327,39.70609509,40.13244744
13327,KW,24,327,42.80195703,27.45783679
14327,TM,25,327,53.33974977,36.2688398
15327,UZ,26,327,64.22433198,39.69752141
16327,RU,27,327,66.32168513,49.77713445
17327,YE,28,327,39.13263804,13.30751644
18327,MU,29,327,53.61838791,21.69960982
19327,PK,30,327,68.00681309,29.5844447
328,UK,11,328,-11.3332718,52.08636555
1328,NO,12,328,5.69954695,58.83436099
2328,FI,13,328,19.81697302,59.14266914
3328,ES,14,328,-8.80201154,38.801729
4328,FR,15,328,-2.74055114,47.4478723
5328,DE,16,328,8.28385873,51.24546732
6328,BY,17,328,22.50098521,52.64332598
7328,IT,18,328,7.409761,40.32916332
8328,MD,19,328,23.7671038,45.43103156
9328,LY,20,328,7.95059313,31.01124396
10328,GR,21,328,18.63429656,36.35877522
11328,EG,22,328,26.20577285,28.2867506
12328,GE,23,328,39.69286042,40.15684418
13328,KW,24,328,42.78872236,27.48615329
14328,TM,25,328,53.32651509,36.29456735
15328,UZ,26,328,64.21109731,39.72207361
16328,RU,27,328,66.30845045,49.79773982
17328,YE,28,328,39.11940336,13.33857286
18328,MU,29,328,53.60515324,21.72926047
19328,PK,30,328,67.99357842,29.61219543
329,UK,11,329,-11.34630589,52.10602302
1329,NO,12,329,5.68651287,58.85091635
2329,FI,13,329,19.80393894,59.15907696
3329,ES,14,329,-8.81504562,38.82666116
4329,FR,15,329,-2.75358522,47.46950672
5329,DE,16,329,8.27082465,51.26549313
6329,BY,17,329,22.48795112,52.66273715
7329,IT,18,329,7.39672691,40.3535521
8329,MD,19,329,23.75406972,45.45348212
9329,LY,20,329,7.93755905,31.03866427
10329,GR,21,329,18.62126248,36.38453947
11329,EG,22,329,26.19273876,28.31492374
12329,GE,23,329,39.67982634,40.18129514
13329,KW,24,329,42.77568827,27.51453562
14329,TM,25,329,53.31348101,36.32035283
15329,UZ,26,329,64.19806322,39.74668046
16329,RU,27,329,66.29541637,49.81838963
17329,YE,28,329,39.10636928,13.36970551
18329,MU,29,329,53.59211915,21.75898157
19329,PK,30,329,67.98054434,29.64001018
330,UK,11,330,-11.35913887,52.12572167
1330,NO,12,330,5.67367988,58.86750578
2330,FI,13,330,19.79110596,59.17551852
3330,ES,14,330,-8.8278786,38.85164781
4330,FR,15,330,-2.7664182,47.4911871
5330,DE,16,330,8.25799166,51.28556099
6330,BY,17,330,22.47511814,52.68218892
7330,IT,18,330,7.38389393,40.37799392
8330,MD,19,330,23.74123673,45.47598068
9330,LY,20,330,7.92472606,31.06614623
10330,GR,21,330,18.60842949,36.41036051
11330,EG,22,330,26.17990578,28.34316087
12330,GE,23,330,39.66699335,40.20579929
13330,KW,24,330,42.76285529,27.54298261
14330,TM,25,330,53.30064803,36.34619519
15330,UZ,26,330,64.18523024,39.77134092
16330,RU,27,330,66.28258339,49.83908298
17330,YE,28,330,39.0935363,13.4009131
18330,MU,29,330,53.57928617,21.78877191
19330,PK,30,330,67.96771135,29.66788779
331,UK,11,331,-11.37177024,52.14546066
1331,NO,12,331,5.66104851,58.88412857
2331,FI,13,331,19.77847459,59.1919931
3331,ES,14,331,-8.84050997,38.8766879
4331,FR,15,331,-2.77904958,47.51291251
5331,DE,16,331,8.24536029,51.30567004
6331,BY,17,331,22.46248677,52.70168046
7331,IT,18,331,7.37126256,40.40248773
8331,MD,19,331,23.72860536,45.49852628
9331,LY,20,331,7.91209469,31.09368868
10331,GR,21,331,18.59579812,36.43623728
11331,EG,22,331,26.16727441,28.37146082
12331,GE,23,331,39.65436198,40.23035561
13331,KW,24,331,42.75022392,27.57149309
14331,TM,25,331,53.28801665,36.37209331
15331,UZ,26,331,64.17259887,39.79605395
16331,RU,27,331,66.26995201,49.85981901
17331,YE,28,331,39.08090493,13.43219438
18331,MU,29,331,53.5666548,21.81863025
19331,PK,30,331,67.95507998,29.69582709
332,UK,11,332,-11.38419951,52.16523915
1332,NO,12,332,5.64861924,58.90078399
2332,FI,13,332,19.76604532,59.2085
3332,ES,14,332,-8.85293924,38.90178039
4332,FR,15,332,-2.79147884,47.53468203
5332,DE,16,332,8.23293103,51.32581944
6332,BY,17,332,22.4500575,52.72121094
7332,IT,18,332,7.35883329,40.4270325
8332,MD,19,332,23.71617609,45.52111795
9332,LY,20,332,7.89966543,31.12129049
10332,GR,21,332,18.58336886,36.46216867
11332,EG,22,332,26.15484514,28.39982241
12332,GE,23,332,39.64193272,40.25496305
13332,KW,24,332,42.73779465,27.60006586
14332,TM,25,332,53.27558739,36.39804613
15332,UZ,26,332,64.1601696,39.82081852
16332,RU,27,332,66.25752275,49.88059682
17332,YE,28,332,39.06847566,13.46354807
18332,MU,29,332,53.55422553,21.84855537
19332,PK,30,332,67.94265072,29.72382694
333,UK,11,333,-11.39642618,52.18505629
1333,NO,12,333,5.63639257,58.91747134
2333,FI,13,333,19.75381865,59.22503853
3333,ES,14,333,-8.86516591,38.9269242
4333,FR,15,333,-2.80370551,47.55649474
5333,DE,16,333,8.22070435,51.34600833
6333,BY,17,333,22.43783083,52.74077953
7333,IT,18,333,7.34660662,40.4516272
8333,MD,19,333,23.70394942,45.54375476
9333,LY,20,333,7.88743875,31.1489505
10333,GR,21,333,18.57114218,36.48815361
11333,EG,22,333,26.14261847,28.42824446
12333,GE,23,333,39.62970604,40.27962058
13333,KW,24,333,42.72556798,27.62869974
14333,TM,25,333,53.26336072,36.42405255
15333,UZ,26,333,64.14794293,39.84563358
16333,RU,27,333,66.24529607,49.90141553
17333,YE,28,333,39.05624899,13.4949729
18333,MU,29,333,53.54199886,21.87854603
19333,PK,30,333,67.93042404,29.75188615
334,UK,11,334,-11.40844977,52.20491125
1334,NO,12,334,5.62436898,58.9341899
2334,FI,13,334,19.74179506,59.24160796
3334,ES,14,334,-8.87718951,38.9521183
4334,FR,15,334,-2.81572911,47.57834972
5334,DE,16,334,8.20868076,51.36623584
6334,BY,17,334,22.42580724,52.76038539
7334,IT,18,334,7.33458303,40.4762708
8334,MD,19,334,23.69192583,45.56643574
9334,LY,20,334,7.87541516,31.17666755
10334,GR,21,334,18.55911859,36.514191
11334,EG,22,334,26.13059488,28.45672579
12334,GE,23,334,39.61768245,40.30432716
13334,KW,24,334,42.71354439,27.65739354
14334,TM,25,334,53.25133712,36.45011148
15334,UZ,26,334,64.13591934,39.87049808
16334,RU,27,334,66.23327248,49.92227426
17334,YE,28,334,39.04422539,13.5264676
18334,MU,29,334,53.52997527,21.908601
19334,PK,30,334,67.91840045,29.78000357
335,UK,11,335,-11.42026982,52.22480318
1335,NO,12,335,5.61254894,58.95093897
2335,FI,13,335,19.72997501,59.2582076
3335,ES,14,335,-8.88900955,38.97736162
4335,FR,15,335,-2.82754915,47.60024604
5335,DE,16,335,8.19686072,51.38650112
6335,BY,17,335,22.41398719,52.78002769
7335,IT,18,335,7.32276298,40.50096226
8335,MD,19,335,23.68010579,45.58915993
9335,LY,20,335,7.86359512,31.2044405
10335,GR,21,335,18.54729855,36.54027976
11335,EG,22,335,26.11877483,28.48526522
12335,GE,23,335,39.60586241,40.32908175
13335,KW,24,335,42.70172435,27.68614608
14335,TM,25,335,53.23951708,36.47622183
15335,UZ,26,335,64.1240993,39.89541099
16335,RU,27,335,66.22145244,49.94317213
17335,YE,28,335,39.03240535,13.55803087
18335,MU,29,335,53.51815523,21.93871904
19335,PK,30,335,67.90658041,29.80817802
336,UK,11,336,-11.43188584,52.24473124
1336,NO,12,336,5.60093291,58.96771782
2336,FI,13,336,19.71835899,59.27483674
3336,ES,14,336,-8.90062557,39.0026531
4336,FR,15,336,-2.83916517,47.62218277
5336,DE,16,336,8.18524469,51.40680331
6336,BY,17,336,22.40237117,52.7997056
7336,IT,18,336,7.31114696,40.52570054
8336,MD,19,336,23.66848976,45.61192638
9336,LY,20,336,7.85197909,31.23226819
10336,GR,21,336,18.53568252,36.5664188
11336,EG,22,336,26.10715881,28.51386157
12336,GE,23,336,39.59424638,40.35388333
13336,KW,24,336,42.69010832,27.71495616
14336,TM,25,336,53.22790106,36.50238251
15336,UZ,26,336,64.11248327,39.92037125
16336,RU,27,336,66.20983641,49.96410826
17336,YE,28,336,39.02078933,13.58966145
18336,MU,29,336,53.5065392,21.96889892
19336,PK,30,336,67.89496438,29.83640835
337,UK,11,337,-11.44329739,52.26469459
1337,NO,12,337,5.58952136,58.98452575
2337,FI,13,337,19.70694744,59.29149466
3337,ES,14,337,-8.91203712,39.02799168
4337,FR,15,337,-2.85057672,47.64415899
5337,DE,16,337,8.17383314,51.42714155
6337,BY,17,337,22.39095962,52.81941829
7337,IT,18,337,7.29973541,40.55048461
8337,MD,19,337,23.65707821,45.63473412
9337,LY,20,337,7.84056754,31.26014946
10337,GR,21,337,18.52427097,36.59260702
11337,EG,22,337,26.09574726,28.54251366
12337,GE,23,337,39.58283483,40.37873083
13337,KW,24,337,42.67869677,27.7438226
14337,TM,25,337,53.21648951,36.52859243
15337,UZ,26,337,64.10107172,39.94537783
16337,RU,27,337,66.19842486,49.98508175
17337,YE,28,337,39.00937778,13.62135804
18337,MU,29,337,53.49512765,21.9991394
19337,PK,30,337,67.88355283,29.86469337
338,UK,11,338,-11.45450402,52.28469237
1338,NO,12,338,5.57831474,59.00136205
2338,FI,13,338,19.69574081,59.30818067
3338,ES,14,338,-8.92324375,39.05337631
4338,FR,15,338,-2.86178335,47.66617378
5338,DE,16,338,8.16262652,51.44751499
6338,BY,17,338,22.37975299,52.83916492
7338,IT,18,338,7.28852878,40.57531342
8338,MD,19,338,23.64587159,45.6575822
9338,LY,20,338,7.82936092,31.28808317
10338,GR,21,338,18.51306435,36.61884332
11338,EG,22,338,26.08454063,28.5712203
12338,GE,23,338,39.57162821,40.40362324
13338,KW,24,338,42.66749014,27.7727442
14338,TM,25,338,53.20528288,36.55485049
15338,UZ,26,338,64.08986509,39.97042967
16338,RU,27,338,66.18721824,50.00609172
17338,YE,28,338,38.99817115,13.65311937
18338,MU,29,338,53.48392102,22.02943923
19338,PK,30,338,67.87234621,29.89303192
339,UK,11,339,-11.46550528,52.30472375
1339,NO,12,339,5.56731348,59.01822599
2339,FI,13,339,19.68473955,59.32489406
3339,ES,14,339,-8.93424501,39.07880593
4339,FR,15,339,-2.87278461,47.6882262
5339,DE,16,339,8.15162526,51.46792275
6339,BY,17,339,22.36875173,52.85894466
7339,IT,18,339,7.27752752,40.60018595
8339,MD,19,339,23.63487033,45.68046966
9339,LY,20,339,7.81835966,31.31606814
10339,GR,21,339,18.50206309,36.64512663
11339,EG,22,339,26.07353937,28.5999803
12339,GE,23,339,39.56062695,40.42855949
13339,KW,24,339,42.65648888,27.80171977
14339,TM,25,339,53.19428162,36.58115561
15339,UZ,26,339,64.07886383,39.99552573
16339,RU,27,339,66.17621698,50.0271373
17339,YE,28,339,38.98716989,13.68494413
18339,MU,29,339,53.47291977,22.05979718
19339,PK,30,339,67.86134495,29.92142283
340,UK,11,340,-11.47630074,52.32478789
1340,NO,12,340,5.55651802,59.03511687
2340,FI,13,340,19.67394409,59.34163411
3340,ES,14,340,-8.94504047,39.10427947
4340,FR,15,340,-2.88358007,47.71031534
5340,DE,16,340,8.1408298,51.488364
6340,BY,17,340,22.35795627,52.87875668
7340,IT,18,340,7.26673206,40.62510115
8340,MD,19,340,23.62407487,45.70339553
9340,LY,20,340,7.8075642,31.34410323
10340,GR,21,340,18.49126763,36.67145584
11340,EG,22,340,26.06274391,28.62879248
12340,GE,23,340,39.54983149,40.45353856
13340,KW,24,340,42.64569342,27.83074811
14340,TM,25,340,53.18348616,36.60750667
15340,UZ,26,340,64.06806837,40.02066496
16340,RU,27,340,66.16542152,50.04821758
17340,YE,28,340,38.97637443,13.71683106
18340,MU,29,340,53.4621243,22.090212
19340,PK,30,340,67.85054949,29.94986491
341,UK,11,341,-11.48688997,52.34488393
1341,NO,12,341,5.54592878,59.05203396
2341,FI,13,341,19.66335486,59.35840012
3341,ES,14,341,-8.95562971,39.12979587
4341,FR,15,341,-2.89416931,47.73244025
5341,DE,16,341,8.13024056,51.50883785
6341,BY,17,341,22.34736704,52.89860013
7341,IT,18,341,7.25614283,40.65005797
8341,MD,19,341,23.61348563,45.72635886
9341,LY,20,341,7.79697496,31.37218727
10341,GR,21,341,18.48067839,36.69782986
11341,EG,22,341,26.05215468,28.65765565
12341,GE,23,341,39.53924225,40.4785594
13341,KW,24,341,42.63510419,27.85982802
14341,TM,25,341,53.17289692,36.6339026
15341,UZ,26,341,64.05747914,40.04584631
16341,RU,27,341,66.15483228,50.06933168
17341,YE,28,341,38.96578519,13.74877884
18341,MU,29,341,53.45153507,22.12068244
19341,PK,30,341,67.83996025,29.978357
342,UK,11,342,-11.49727257,52.36501103
1342,NO,12,342,5.53554619,59.06897656
2342,FI,13,342,19.65297226,59.37519139
3342,ES,14,342,-8.9660123,39.15535406
4342,FR,15,342,-2.9045519,47.75460003
5342,DE,16,342,8.11985797,51.52934345
6342,BY,17,342,22.33698444,52.91847418
7342,IT,18,342,7.24576023,40.67505539
8342,MD,19,342,23.60310304,45.74935868
9342,LY,20,342,7.78659237,31.40031909
10342,GR,21,342,18.4702958,36.72424759
11342,EG,22,342,26.04177208,28.68656861
12342,GE,23,342,39.52885966,40.50362096
13342,KW,24,342,42.62472159,27.88895831
14342,TM,25,342,53.16251433,36.66034228
15342,UZ,26,342,64.04709654,40.07106873
16342,RU,27,342,66.14444969,50.09047872
17342,YE,28,342,38.9554026,13.78078619
18342,MU,29,342,53.44115247,22.15120726
19342,PK,30,342,67.82957766,30.00689791
343,UK,11,343,-11.50744811,52.38516834
1343,NO,12,343,5.52537064,59.08594396
2343,FI,13,343,19.64279672,59.39200719
3343,ES,14,343,-8.97618784,39.18095299
4343,FR,15,343,-2.91472744,47.77679373
5343,DE,16,343,8.10968242,51.54987994
6343,BY,17,343,22.3268089,52.938378
7343,IT,18,343,7.23558469,40.70009235
8343,MD,19,343,23.59292749,45.77239403
9343,LY,20,343,7.77641682,31.42849755
10343,GR,21,343,18.46012025,36.75070792
11343,EG,22,343,26.03159654,28.71553018
12343,GE,23,343,39.51868411,40.52872221
13343,KW,24,343,42.61454605,27.91813778
14343,TM,25,343,53.15233879,36.68682463
15343,UZ,26,343,64.036921,40.09633117
16343,RU,27,343,66.13427414,50.11165782
17343,YE,28,343,38.94522706,13.81285181
18343,MU,29,343,53.43097693,22.1817852
19343,PK,30,343,67.81940211,30.03548647
344,UK,11,344,-11.5174162,52.40535503
1344,NO,12,344,5.51540255,59.10293543
2344,FI,13,344,19.63282863,59.40884683
3344,ES,14,344,-8.98615593,39.20659159
4344,FR,15,344,-2.92469554,47.79902042
5344,DE,16,344,8.09971433,51.57044647
6344,BY,17,344,22.31684081,52.95831076
7344,IT,18,344,7.2256166,40.72516781
8344,MD,19,344,23.5829594,45.79546395
9344,LY,20,344,7.76644873,31.45672146
10344,GR,21,344,18.45015216,36.77720978
11344,EG,22,344,26.02162845,28.74453916
12344,GE,23,344,39.50871602,40.55386209
13344,KW,24,344,42.60457796,27.94736522
14344,TM,25,344,53.14237069,36.71334854
15344,UZ,26,344,64.02695291,40.12163258
16344,RU,27,344,66.12430605,50.13286807
17344,YE,28,344,38.93525897,13.84497441
18344,MU,29,344,53.42100884,22.21241502
19344,PK,30,344,67.80943402,30.0641215
345,UK,11,345,-11.52717645,52.42557024
1345,NO,12,345,5.5056423,59.11995026
2345,FI,13,345,19.62306838,59.4257096
3345,ES,14,345,-8.99591618,39.23226879
4345,FR,15,345,-2.93445578,47.82127919
5345,DE,16,345,8.08995409,51.59104215
6345,BY,17,345,22.30708056,52.97827161
7345,IT,18,345,7.21585635,40.75028074
8345,MD,19,345,23.57319915,45.81856747
9345,LY,20,345,7.75668849,31.48498967
10345,GR,21,345,18.44039191,36.80375205
11345,EG,22,345,26.0118682,28.77359436
12345,GE,23,345,39.49895577,40.57903956
13345,KW,24,345,42.59481771,27.97663943
14345,TM,25,345,53.13261045,36.73991292
15345,UZ,26,345,64.01719266,40.1469719
16345,RU,27,345,66.11454581,50.1541086
17345,YE,28,345,38.92549872,13.87715267
18345,MU,29,345,53.41124859,22.24309547
19345,PK,30,345,67.79967378,30.09280182
346,UK,11,346,-11.53672847,52.44581312
1346,NO,12,346,5.49609029,59.13698774
2346,FI,13,346,19.61351636,59.44259479
3346,ES,14,346,-9.0054682,39.25798354
4346,FR,15,346,-2.9440078,47.84356909
5346,DE,16,346,8.08040207,51.61166615
6346,BY,17,346,22.29752854,52.99825972
7346,IT,18,346,7.20630433,40.77543009
8346,MD,19,346,23.56364714,45.84170364
9346,LY,20,346,7.74713647,31.51330102
10346,GR,21,346,18.4308399,36.83033364
11346,EG,22,346,26.00231618,28.80269458
12346,GE,23,346,39.48940376,40.60425357
13346,KW,24,346,42.58526569,28.00595921
14346,TM,25,346,53.12305843,36.76651666
15346,UZ,26,346,64.00764064,40.17234809
16346,RU,27,346,66.10499379,50.17537851
17346,YE,28,346,38.9159467,13.90938531
18346,MU,29,346,53.40169657,22.27382528
19346,PK,30,346,67.79012176,30.12152625
347,UK,11,347,-11.54607188,52.46608284
1347,NO,12,347,5.48674687,59.15404715
2347,FI,13,347,19.60417295,59.45950169
3347,ES,14,347,-9.01481161,39.28373475
4347,FR,15,347,-2.95335121,47.86588921
5347,DE,16,347,8.07105865,51.63231758
6347,BY,17,347,22.28818513,53.01827426
7347,IT,18,347,7.19696092,40.80061481
8347,MD,19,347,23.55430372,45.86487148
9347,LY,20,347,7.73779305,31.54165433
10347,GR,21,347,18.42149648,36.85695345
11347,EG,22,347,25.99297277,28.83183863
12347,GE,23,347,39.48006034,40.62950309
13347,KW,24,347,42.57592228,28.03532336
14347,TM,25,347,53.11371502,36.79315866
15347,UZ,26,347,63.99829723,40.19776009
16347,RU,27,347,66.09565038,50.19667692
17347,YE,28,347,38.90660329,13.94167101
18347,MU,29,347,53.39235316,22.30460322
19347,PK,30,347,67.78077834,30.15029361
348,UK,11,348,-11.55520632,52.48637854
1348,NO,12,348,5.47761244,59.17112778
2348,FI,13,348,19.59503851,59.47642958
3348,ES,14,348,-9.02394605,39.30952137
4348,FR,15,348,-2.96248565,47.88823861
5348,DE,16,348,8.06192422,51.6529956
6348,BY,17,348,22.27905069,53.03831439
7348,IT,18,348,7.18782648,40.82583386
8348,MD,19,348,23.54516929,45.88807004
9348,LY,20,348,7.72865862,31.57004845
10348,GR,21,348,18.41236205,36.88361037
11348,EG,22,348,25.98383833,28.86102531
12348,GE,23,348,39.47092591,40.65478706
13348,KW,24,348,42.56678784,28.06473068
14348,TM,25,348,53.10458058,36.81983783
15348,UZ,26,348,63.98916279,40.22320684
16348,RU,27,348,66.08651594,50.21800294
17348,YE,28,348,38.89746885,13.97400847
18348,MU,29,348,53.38321872,22.33542801
19348,PK,30,348,67.77164391,30.17910271
349,UK,11,349,-11.56413142,52.50669938
1349,NO,12,349,5.46868733,59.18822892
2349,FI,13,349,19.58611341,59.49337778
3349,ES,14,349,-9.03287116,39.33534233
4349,FR,15,349,-2.97141076,47.91061636
5349,DE,16,349,8.05299911,51.67369934
6349,BY,17,349,22.27012559,53.05837927
7349,IT,18,349,7.17890138,40.85108619
8349,MD,19,349,23.53624418,45.91129836
9349,LY,20,349,7.71973351,31.59848219
10349,GR,21,349,18.40343694,36.91030331
11349,EG,22,349,25.97491323,28.89025342
12349,GE,23,349,39.4620008,40.68010443
13349,KW,24,349,42.55786274,28.09417994
14349,TM,25,349,53.09565547,36.84655305
15349,UZ,26,349,63.98023769,40.24868731
16349,RU,27,349,66.07759083,50.23935569
17349,YE,28,349,38.88854374,14.00639638
18349,MU,29,349,53.37429362,22.3662984
19349,PK,30,349,67.7627188,30.20795237
350,UK,11,350,-11.57284684,52.52704451
1350,NO,12,350,5.45997191,59.20534984
2350,FI,13,350,19.57739798,59.51034556
3350,ES,14,350,-9.04158658,39.36119657
4350,FR,15,350,-2.98012618,47.93302153
5350,DE,16,350,8.04428369,51.69442794
6350,BY,17,350,22.26141016,53.07846807
7350,IT,18,350,7.17018595,40.87637077
8350,MD,19,350,23.52752876,45.93455545
9350,LY,20,350,7.71101809,31.6269544
10350,GR,21,350,18.39472152,36.93703117
11350,EG,22,350,25.96619781,28.91952177
12350,GE,23,350,39.45328538,40.70545416
13350,KW,24,350,42.54914732,28.12366996
14350,TM,25,350,53.08694005,36.87330323
15350,UZ,26,350,63.97152227,40.27420042
16350,RU,27,350,66.06887541,50.26073427
17350,YE,28,350,38.87982832,14.03883344
18350,MU,29,350,53.3655782,22.39721314
19350,PK,30,350,67.75400338,30.23684141
351,UK,11,351,-11.58135224,52.54741309
1351,NO,12,351,5.45146652,59.22248984
2351,FI,13,351,19.56889259,59.52733222
3351,ES,14,351,-9.05009197,39.38708301
4351,FR,15,351,-2.98863157,47.95545319
5351,DE,16,351,8.0357783,51.71518053
6351,BY,17,351,22.25290477,53.09857996
7351,IT,18,351,7.16168056,40.90168655
8351,MD,19,351,23.51902337,45.95784037
9351,LY,20,351,7.7025127,31.65546391
10351,GR,21,351,18.38621613,36.96379284
11351,EG,22,351,25.95769241,28.94882915
12351,GE,23,351,39.44477999,40.7308352
13351,KW,24,351,42.54064192,28.15319952
14351,TM,25,351,53.07843466,36.90008727
15351,UZ,26,351,63.96301687,40.29974514
16351,RU,27,351,66.06037002,50.28213779
17351,YE,28,351,38.87132293,14.07131833
